scenario,scenario_type,scenario_geography,technology,mean,median,min,max,percentile_2.5,percentile_5,percentile_95,percentile_97.5
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,GeothermalCap,0.3914175708388545,0.3670328520951987,0.35181801524654577,0.5196884812262829,0.3522680659695171,0.3527101922760715,0.5041525213530034,0.5126979878744078
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,GeothermalCap,0.6238598824434738,0.6194077454084388,0.5834788729761339,0.7164087459365784,0.5865063119023777,0.5888274567342534,0.6905100443799643,0.7032211364304539
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,GeothermalCap,0.6783886673492687,0.6906735393673941,0.5780069036403254,0.74308737249507,0.5832014931992148,0.5903766279292875,0.7392241492808062,0.7411244937084969
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,GeothermalCap,0.4452407052005032,0.4418535861516337,0.43532737040907715,0.4858092921836561,0.43652207980910085,0.43764716623451133,0.4570867009592464,0.46804047033383755
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,GeothermalCap,0.3442448385221476,0.3428441583225576,0.30465740558293614,0.40123541756965886,0.30711770967121915,0.31022700874042897,0.39119608461460675,0.39632715631651083
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,GeothermalCap,0.6888611182038029,0.6669823271025955,0.6020122165281545,0.8373534117389497,0.6052722388395901,0.6085550553890587,0.8165965404924249,0.8267914079379347
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,GeothermalCap,0.7226737205082009,0.7175058969331685,0.5187303842924762,0.8779621903389561,0.5265610243179513,0.5374778711131931,0.8744426343369297,0.8762001162335281
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,GeothermalCap,0.4945039611385863,0.4862186355285478,0.46444810828423244,0.5510896879968463,0.46557399004436956,0.4669158708519469,0.541599876272665,0.5463005708133893
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,GeothermalCap,0.44376715734164096,0.4568648726822799,0.3597217206869862,0.5120642165643159,0.36439424663589765,0.36741854840419874,0.5073372647832302,0.5096937554867085
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,GeothermalCap,0.4618956196836985,0.4591976987035745,0.4430011679090783,0.4825006786405861,0.44355343742177994,0.4439169913576776,0.48128408717612053,0.4818599227047082
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,GeothermalCap,0.49414098733621586,0.5239017499645102,0.3280655594789325,0.6192160870389278,0.3366982226112297,0.34293383144983597,0.6122858435904894,0.6157386020779894
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,GeothermalCap,0.5581854301217035,0.5543564945570485,0.4985853218877761,0.6291296311194847,0.5015076618392363,0.5044322580180105,0.6198366515208794,0.6244188482814785
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,GeothermalCap,0.3914175708388545,0.3670328520951987,0.35181801524654577,0.5196884812262829,0.3522680659695171,0.3527101922760715,0.5041525213530034,0.5126979878744078
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,GasCap - w/o CCS,1.1755102824520824,1.1376431849865256,1.0780540679809423,1.3874311641389903,1.0827096697453342,1.085805610115464,1.3453010067720146,1.3662636369910626
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,GasCap - w/o CCS,2.2555262479738527,2.6070734514701774,0.9655487505800134,3.5475084029916806,0.9708253426726227,0.9769886123546101,3.4645321519821515,3.5055866208079007
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,GasCap - w/o CCS,1.819789690476528,1.784533389555352,1.4697275922432242,2.305003332725816,1.488229134549549,1.5067829922356573,2.2287704648780657,2.266662678663329
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,GasCap - w/o CCS,2.1949574812433132,2.12621335616626,1.2177959586367524,3.4833254037766244,1.219517072729219,1.2251563551664792,3.3820903990470716,3.432075297602134
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10ROWO,GasCap - w/o CCS,1.574223089933562,1.5721278860712251,1.5261941173680302,1.6398941923964372,1.5266245694341953,1.5270673605886134,1.630006811813121,1.6340494375136958
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10ROWO,GasCap - w/o CCS,1.735419124805188,1.6762327512473623,1.3467788030354517,2.170712221746011,1.3581332414210978,1.3674652101829141,2.128755354303593,2.1492558862798417
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REST_ASIA,GasCap - w/o CCS,1.1434575520264068,1.1515336396588556,1.0840276202270283,1.1856203890143109,1.0864813545560144,1.0889993221246956,1.1817819939005934,1.1836694763251219
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REST_ASIA,GasCap - w/o CCS,1.7807658980499659,1.5803558708185022,0.965443458788931,2.669732473849087,0.9669902668759991,0.9681818214776127,2.6509008193773895,2.660318357424153
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REF_ECON,GasCap - w/o CCS,1.819789690476528,1.784533389555352,1.4697275922432242,2.305003332725816,1.488229134549549,1.5067829922356573,2.2287704648780657,2.266662678663329
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REF_ECON,GasCap - w/o CCS,2.164712792914586,2.12621335616626,1.1451526292375018,3.4833254037766244,1.1561137359912286,1.164391106959493,3.3820903990470716,3.432075297602134
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10PAC_OECD,GasCap - w/o CCS,1.0203183556008353,1.0202883409623174,0.9361522850982618,1.091893689210732,0.9514028951073573,0.9621334168024346,1.0762636561873413,1.0840468856331253
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10PAC_OECD,GasCap - w/o CCS,0.8601332248248389,0.8431704025331357,0.7966328804642993,1.0192546464143364,0.7967556708262851,0.7970232872760435,0.9857880912708741,1.0019650778933662
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10NORTH_AM,GasCap - w/o CCS,1.1755102824520824,1.1376431849865256,1.0780540679809423,1.3874311641389903,1.0827096697453342,1.085805610115464,1.3453010067720146,1.3662636369910626
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10NORTH_AM,GasCap - w/o CCS,2.2555262479738527,2.6070734514701774,0.9655487505800134,3.5475084029916806,0.9708253426726227,0.9769886123546101,3.4645321519821515,3.5055866208079007
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10MIDDLE_EAST,GasCap - w/o CCS,1.8439767494336208,1.854684664737328,1.6294290981605972,1.9907350657446319,1.6523971845834817,1.6754372390554395,1.9650329454573567,1.9778953057256188
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10MIDDLE_EAST,GasCap - w/o CCS,2.219198235222876,2.531924525377298,0.9963450386423689,3.438112365865872,1.004223114079596,1.011682289792195,3.359747142033264,3.398546844703052
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10LATIN_AM,GasCap - w/o CCS,1.2895945424120538,1.2860000515720422,1.2108125461748913,1.36522872007604,1.220142342970928,1.2293431570761295,1.3503010580158503,1.3577673798169818
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,GasCap - w/o CCS,1.4971776839037847,1.4401947235723105,1.2487153708121856,1.7624825167988247,1.2496503010435782,1.2522259575714725,1.762430562340273,1.7624796205486613
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,GasCap - w/o CCS,1.5300874781511484,1.530357779298441,1.4808023809472717,1.5779274995495955,1.4837370194698611,1.4858513982545292,1.573953035246182,1.5756144426244114
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,GasCap - w/o CCS,2.096690543505616,2.181221643925933,1.2532376333635447,2.8867025150639987,1.2783627903525987,1.294219981281322,2.845888080756965,2.863394805503012
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,GasCap - w/o CCS,1.094608476393195,1.0579783433709204,1.0412127707733438,1.2536471404779737,1.042489167477541,1.0433517868734044,1.2302482877319685,1.241931026276169
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,GasCap - w/o CCS,2.0853879787373732,2.3539266151962637,0.9446155688103459,2.8855015784830456,0.9513217986705087,0.9598989985991166,2.8799598504628197,2.882702494894257
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,GasCap - w/o CCS,1.9549228798254137,1.9269381631557188,1.7279071815741243,2.1206135439634397,1.745072530234865,1.7627742525643835,2.1179707230181277,2.1193225894264973
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,GasCap - w/o CCS,1.0651917670633624,1.0906530969453982,0.9723635191238478,1.1702436623247687,0.9727457888627797,0.9732485696879556,1.1560979170359182,1.1650505078203626
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,GasCap - w/o CCS,1.2883726472634884,1.2866721389359195,1.1989445205192215,1.4118394785696322,1.204568047740101,1.2087777819371794,1.3869133199700647,1.3993667102430698
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,GasCap - w/o CCS,2.155278104877759,2.2066701442680134,1.394155139830502,2.85438795662926,1.3975648052442404,1.4021680114520985,2.8451235542204083,2.8488554744480687
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,GasCap - w/o CCS,1.0203183556008353,1.0202883409623174,0.9361522850982618,1.091893689210732,0.9514028951073573,0.9621334168024346,1.0762636561873413,1.0840468856331253
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,GasCap - w/o CCS,0.8601332248248389,0.8431704025331357,0.7966328804642993,1.0192546464143364,0.7967556708262851,0.7970232872760435,0.9857880912708741,1.0019650778933662
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,GasCap - w/o CCS,1.5300874781511484,1.530357779298441,1.4808023809472717,1.5779274995495955,1.4837370194698611,1.4858513982545292,1.573953035246182,1.5756144426244114
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,GasCap - w/o CCS,2.096690543505616,2.181221643925933,1.2532376333635447,2.8867025150639987,1.2783627903525987,1.294219981281322,2.845888080756965,2.863394805503012
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,GasCap - w/o CCS,1.3069442168872587,1.3077966658408777,1.2499322249401295,1.3947236809265509,1.2522323366102202,1.2545224924226146,1.3664215321641882,1.3805480523276437
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,GasCap - w/o CCS,1.3454454202148984,1.3059352755920206,1.0271060870118518,1.6549854162520512,1.0272419489876312,1.0278887874949127,1.648721130674313,1.6518599356421046
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,GasCap - w/o CCS,1.094608476393195,1.0579783433709204,1.0412127707733438,1.2536471404779737,1.042489167477541,1.0433517868734044,1.2302482877319685,1.241931026276169
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,GasCap - w/o CCS,2.0853879787373732,2.3539266151962637,0.9446155688103459,2.8855015784830456,0.9513217986705087,0.9598989985991166,2.8799598504628197,2.882702494894257
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,GasCap - w/o CCS,1.9549228798254137,1.9269381631557188,1.7279071815741243,2.1206135439634397,1.745072530234865,1.7627742525643835,2.1179707230181277,2.1193225894264973
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,GasCap - w/o CCS,1.0651917670633624,1.0906530969453982,0.9723635191238478,1.1702436623247687,0.9727457888627797,0.9732485696879556,1.1560979170359182,1.1650505078203626
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,GasCap,1.1391887534181353,1.1026875440676536,1.0453156102701875,1.3442278092603697,1.0498741123565436,1.0528671075229692,1.3033284772990208,1.323679922720375
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,GasCap,2.254308077946177,2.6079382188085156,0.9647865742236122,3.5433610241122198,0.9700864904998686,0.9762711631694712,3.4604591588481526,3.501476896130069
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,GasCap,1.3371867387811127,1.312113553192289,1.091182932821212,1.681728554151306,1.103562059629691,1.1159787502833811,1.6281147943181322,1.6547637490871576
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,GasCap,1.6945992394997549,1.6843224843910196,0.8603142117902404,2.7545771321603785,0.8680892602655077,0.8759107338940701,2.6694692212458597,2.7114920830357985
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10ROWO,GasCap,1.4171042617145062,1.415233558419593,1.373867041064859,1.476216874682923,1.374256067734576,1.374656196146465,1.4673107819333637,1.4709506800256142
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10ROWO,GasCap,1.4568098887114131,1.408907080738334,1.1423365876074152,1.735064180557642,1.1528015416602277,1.160584975929135,1.7342324379583702,1.7346264832076432
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REST_ASIA,GasCap,1.1434575520264068,1.1515336396588556,1.0840276202270283,1.1856203890143109,1.0864813545560144,1.0889993221246956,1.1817819939005934,1.1836694763251219
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REST_ASIA,GasCap,1.7804388396563897,1.5803129337174675,0.9654438855741844,2.6692665744595225,0.9669909022540204,0.9681824377258061,2.65012371269607,2.6596967352528473
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10REF_ECON,GasCap,1.8109787060167404,1.7758160564093666,1.4615737361022356,2.2949522119997394,1.4800981303115741,1.4986746677592273,2.218866295354255,2.256685487353294
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10REF_ECON,GasCap,2.163868986892729,2.1257429188429278,1.145155482463502,3.4839394943147775,1.1561069626147489,1.1643822488519178,3.3813863477685135,3.4320231466199846
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10PAC_OECD,GasCap,1.0111850423878734,1.0109253443572377,0.928346346543014,1.082614284406534,0.9433624987593658,0.9540203126401365,1.0669874747593435,1.0747693600408632
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10PAC_OECD,GasCap,0.8479630321195877,0.8448334159938532,0.7903610025315897,0.9308760145430303,0.7905763129453593,0.7907090127580827,0.9215945004570957,0.9261604454434194
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10NORTH_AM,GasCap,1.1391887534181353,1.1026875440676536,1.0453156102701875,1.3442278092603697,1.0498741123565436,1.0528671075229692,1.3033284772990208,1.323679922720375
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10NORTH_AM,GasCap,2.254308077946177,2.6079382188085156,0.9647865742236122,3.5433610241122198,0.9700864904998686,0.9762711631694712,3.4604591588481526,3.501476896130069
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10MIDDLE_EAST,GasCap,1.845368049769223,1.856084676680049,1.6307591085895985,1.9921445831252191,1.6537308096627665,1.6767744902402564,1.9664432614392438,1.9793052209176374
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10MIDDLE_EAST,GasCap,2.2121397828027294,2.5074964736020084,0.9967580876857393,3.441683095877799,1.0046433078462678,1.0121096114654455,3.3632068720161605,3.4020615336795164
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10LATIN_AM,GasCap,1.2876764208295062,1.2840818305297401,1.2088343224924176,1.363359276825788,1.2181716083670968,1.2273800049678483,1.3484229221917179,1.3558936088109683
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10LATIN_AM,GasCap,1.5011054417034975,1.4438179150799921,1.2496872592393728,1.7716345186214941,1.2519639149236617,1.2552121376074201,1.7706016673439686,1.7710992849445062
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10INDIA+,GasCap,1.5360951100262505,1.5358372786643886,1.4871204268138738,1.5846570849474837,1.489137337575612,1.491063208742765,1.5803876675702906,1.5823527937838555
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10INDIA+,GasCap,2.097602699816611,2.1863586290823114,1.2560280062781084,2.8929966539768213,1.281051892571689,1.2968121444916652,2.84700470034979,2.865389791372503
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10EUROPE,GasCap,1.0821724698426438,1.046185198395638,1.0293549721115685,1.2395073323322516,1.0305786849961494,1.0313403348002042,1.2163185952997315,1.2278967182268055
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10EUROPE,GasCap,2.0834961160388157,2.353678506302611,0.9438732016320348,2.882055385818835,0.9505427049753876,0.9590788794642777,2.8761737991763505,2.8790866375008006
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10CHINA+,GasCap,1.991759753067106,1.9630300559559584,1.7543943199793475,2.166736944909365,1.7719911433828168,1.7901440113823055,2.163599423163079,2.165198501924241
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10CHINA+,GasCap,1.0672751482183567,1.0930338720431034,0.9743782209600657,1.172477709822597,0.9747438842450271,0.9752305833905339,1.158311890665588,1.1672780236677198
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,R10AFRICA,GasCap,1.2903070620870307,1.2885989322602867,1.2006970515077753,1.413956481964005,1.206335444839658,1.210552335883933,1.388997288835732,1.4014671135068881
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,R10AFRICA,GasCap,2.155544430371851,2.206747354669736,1.394157149873371,2.8546612916778957,1.3975687948229174,1.40217189442722,2.845443853894242,2.84911171994604
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,JPN,GasCap,1.0111850423878734,1.0109253443572377,0.928346346543014,1.082614284406534,0.9433624987593658,0.9540203126401365,1.0669874747593435,1.0747693600408632
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,JPN,GasCap,0.8479630321195877,0.8448334159938532,0.7903610025315897,0.9308760145430303,0.7905763129453593,0.7907090127580827,0.9215945004570957,0.9261604454434194
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,IND,GasCap,1.5360951100262505,1.5358372786643886,1.4871204268138738,1.5846570849474837,1.489137337575612,1.491063208742765,1.5803876675702906,1.5823527937838555
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,IND,GasCap,2.097602699816611,2.1863586290823114,1.2560280062781084,2.8929966539768213,1.281051892571689,1.2968121444916652,2.84700470034979,2.865389791372503
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,Global,GasCap,1.248038943463237,1.2488662188058726,1.193643399174637,1.3318506068752913,1.1958395201564005,1.1980261687566316,1.3048391551481757,1.3183214185172996
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,Global,GasCap,1.2442269591545025,1.2089694589129096,0.9514431213880067,1.530359763367196,0.9520700131552488,0.9525849746167807,1.524785267080829,1.527578229795764
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,EU,GasCap,1.0821724698426438,1.046185198395638,1.0293549721115685,1.2395073323322516,1.0305786849961494,1.0313403348002042,1.2163185952997315,1.2278967182268055
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,EU,GasCap,2.0834961160388157,2.353678506302611,0.9438732016320348,2.882055385818835,0.9505427049753876,0.9590788794642777,2.8761737991763505,2.8790866375008006
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,CHN,GasCap,1.991759753067106,1.9630300559559584,1.7543943199793475,2.166736944909365,1.7719911433828168,1.7901440113823055,2.163599423163079,2.165198501924241
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,CHN,GasCap,1.0672751482183567,1.0930338720431034,0.9743782209600657,1.172477709822597,0.9747438842450271,0.9752305833905339,1.158311890665588,1.1672780236677198
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,USA,CoalCap - w/o CCS,0.8006427780106514,0.8014518212814653,0.754026756436465,0.8514778161688974,0.7552684553740195,0.7564632338316951,0.8454422542676706,0.8481210279915795
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,USA,CoalCap - w/o CCS,0.7504561989160271,0.7311471213280013,0.40230087610650755,1.0957119300861122,0.40297454408164607,0.4037507582677124,1.0732272484272412,1.084335180661241
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_Base,baseline,RUS,CoalCap - w/o CCS,0.9939959387439379,0.9692326658719177,0.8314457879160121,1.2617687834400495,0.8347033077610304,0.8379700051962669,1.2242203465318902,1.242884505825124
AR6_REMIND-MAgPIE 2.1-4.3_DeepElec_SSP2_ HighRE_Budg900,target,RUS,CoalCap - w/o CCS,0.6093130661822771,0.5967711387861414,0.427239959049608,0.8524757396031879,0.43203786119172516,0.435392597522761,0.8196247660465288,0.835840829616419
